"year","recipient_code","to_di_id","flow_code","category","finance_type","aid_type","usd_disbursement","short_description","purpose_code","sector_code","channel_code","long_description","ftc","pba","budget_or_transaction","budget_type","iati_identifier","donor_code","from_di_id"
,71,"AL",10,,110,"C01",6760120.97255,"PAMECA V - Consolidation of law enforcement agencies - support to the Ministry of Internal Affairs, Albanian state police and prosecutor offices.",151,15130,,"PAMECA V - Consolidation of law enforcement agencies - support to the Ministry of Internal Affairs, Albanian state police and prosecutor offices.","False","False","Budget",1,"XI-IATI-EC_NEAR-2017/384-036",918,"EU"
2014,289,"289",10,,110,"C01",75435.1191356,"Economic Growth in the Agricultural Sector (2013-2018)",311,31120,,,"False","False","Transaction",,"DK-1-199707-27614",3,"DK"
2019,288,"ZM",,,,"C01",60000.0003,"ZM-Girls Education & Womens Empowerment",113,11320,,"The Girl's Education and Women's Empowerment and Livelihoods Project for the Republic of Zambia will support the Government of Zambia to increase access to livelihood support for women and access to secondary education for disadvantaged adolescent girls in extremely poor households in selected districts. The main beneficiaries of the proposed project will be women aged 19 to 64 years old who are fit for work and adolescent girls aged 14 to 18 years old living in extremely poor households in rural areas. The project consists of three components: component 1, supporting women's livelihoods; component 2, keeping girls in school; and component 3, institutional strengthening and systems building. The first component supports women's livelihoods, the second component supports the Keeping Girls in School Initiative, and the third component supports institutional strengthening and system building. The proposed project will not only improve livelihoods and expand access to education through Components 1 and 2 but also aims to improve targeting by building and strengthening systems for implementation. The creation of these systems under this project is expected to further increase the interest of the Government (and external financiers) in investing in livelihood interventions and in covering secondary school fees by channeling funds through the systems that will be set up through this project. Components 1 and 2 will both target extremely poor households, but the categorical targeting used in each component will differ to avoid the same households benefitting from both interventions. Component 1 will target women in households that are not SCTS beneficiaries but are extremely poor and have available labor. Component 2 will target adolescent girls aged 14 to 18 years old in extremely poor households that have high labor dependency ratios and in which the household head is unfit","False","False","Budget",1,"44000-P151451",905,"ida"
2017,645,"IN",,,,"C01",340000,"IN: Uttarakahand Decen Watershed Dev II",140,14015,,"The development objective of the Second Phase of Uttarakhand Decentralized Watershed Development Project for India is to increase the efficiency of natural resource use and productivity of rain fed agriculture by participating communities in selected micro watersheds of the state of Uttarakhand. The project has four components. The first component, social mobilization and participatory watershed planning will finance goods, works, and services to support: (a) mobilization of gram panchayats (GPs) in order to prepare integrated and coordinated GP watershed development plans (WDPs) including the identification of specific interventions to increase effective land use and water resource management and develop agriculture and income-generation activities; and development of watershed treatment plans to guide the preparation and implementation of GPWDPs. The second component, watershed treatment and rain fed area development will finance subprojects and associated goods, works, and services to support the implementation of the GPWDPs. It has following two sub-components: (a) watershed treatment and water source sustainability; and (b) rain fed agriculture development. The third component, enhancing livelihood opportunities will finance subprojects and associated goods, works, and services to farmer federations (FFs) to develop agribusinesses in high-value crops. It has following three sub-components: (a) agribusiness support; (b) support for vulnerable groups; and (c) consolidation of Gramya I activities. The fourth component, knowledge management and project coordination will finance goods, works, services, and incremental operating costs to support the strengthening of the institutional capacity and knowledge management of the project implementing entity, GPs and FFs for the implementation and management of the project. It comprises of following two sub-components: (a) kn","False","False","Budget",2,"44000-P131235",905,"ida"
2010,260,"NE",10,,110,"C01",2299.6359169,"L'Oeuvre Léger  - Program 2007-2012",321,32130,,"This program aims to reinforce the capacity of L'Oeuvre Léger's over 100 local partner organizations, with a view to promote the social, political and economic inclusion of marginalized groups and communities in 25 countries across Africa, Asia and the Americas. The program focuses on five strategic areas: (1) building partner management capacity and improved planning for development; (2) promoting human rights and supporting the participation of civil society in political processes; (3) supporting economic development through sustainable agricultural practices; (4) supporting basic health care; and (5) supporting basic education.   Examples of activities for each of the strategic areas include: (1) supporting savings and credit organizations that provide women farmers with opportunities in Mali, and providing management training to Honduran consumer co-operatives; (2) providing leaderhip training to indigenous women in Bolivia and to impoverished youth in Sri Lanka; (3) enabling productivity and quality improvements for small milk producers in the Andes, and enhancing commercial networks for niche products produced by rural families in Peru; (4) training health promoters in natural medicine in Honduras and organizing campaigns to raise HIV/AIDS awareness in Cambodia and to prevent and treat leprosy in India; and (5) enrolling underprivileged youth and children in education programs in Bangladesh, Vietnam and the Philippines.","False","False","Transaction",,"CA-3-S063317PRG",301,"CA"
2016,666,"BD",10,,110,"C01",7121.95976624,"Procurement of Services for Nutrition Programme",122,12250,,"Title: Procurement of Services for Nutrition Programme","False","False","Budget",2,"GB-1-107402-105",12,"GB"
2012,,"X7",10,,110,"D01",7793.77717074,"Regional Synthesis and Dissemination of Research Results in Eastern and Southern Africa",430,43040,,"Over the past five years, IDRC's Rural Poverty and Environment (RPE) program initiative has funded a number of projects in eastern and southern Africa. While these projects have produced a considerable body of knowledge, dissemination of their results has been limited. This grant will support a synthesis of approaches, principles, advances, experiences and lessons learned with respect to natural resource management (NRM) from the RPE work carried out over the past five years. It will also serve to build the capacity of researchers, scientists and development partners to integrate dissemination strategies as part of their research projects. The project will also involve a range of stakeholders in a consultative process to identify conspicuous knowledge gaps, emerging regional trends and priorities for future NRM research in eastern and southern Africa.","False","False","Transaction",,"XM-DAC-301-2-105347-001",301,"CA"
2012,,,10,,110,"B03",18563.3707415,"203 DATA DISSEMINATION",430,43010,,"203 (Data Dissemination) Ensure that reliable evidence on the situation of children and women (including data visualizations andanalysis) reaches decision makers and other relevant audiences both at the global and national level","False","False","Budget",2,"41122-Data, Research and Policy-456C/C0/08/200/203",963,"unicef"
2008,85,"UA",,,,"C01",259416.6685,"URBAN INFRASTRUCTURE",230,23010,,"The development objective of the Urban Infrastructure Project for Ukraine is to assist participating utilities in moving towards higher quality and reliability of services and reducing the costs of service through a series of institutional improvements and selective investments in rehabilitation and replacement of deteriorated water supply, wastewater and solid waste systems. This restructuring paper seeks approval of the Executive Directors to restructure the project to extend the current closing date by one year from December 31, 2012 to December 31, 2013, to revise the Project Development Objective (PDO), and the results framework. Changes to the PDO and the results framework are needed to reflect investment priorities of participating cities focusing on water and wastewater services. Reference to solid waste activities has been dropped in the revised PDO. A one year extension of the closing date is needed to ensure completion of all project activities and the full achievement of its development objectives. The restructuring is supported by the formal requests from the Ministry of Finance (MoF) and the Ministry of Regional Development, Construction, Housing and Communal Services (MoRDCHCS). The implementation progress of the project is satisfactory and for the progress towards meeting the PDO is moderately satisfactory. The pace of project implementation is fully in line with the recently agreed detailed Project Implementation Plan (PIP), based on which all project activities will be completed by the revised closing date. The extension of the project closing date will allow completion of all project activities and full achievement of the PDO. The project suffered from significant start-up delays due to protracted signing of sub-loan agreements with participating cities and utilities; and low degree of readiness for implementation. The PDO is revised to reflect the","False","False","Budget",1,"44000-P095337",905,"ida"
2010,665,"PK",10,,110,"C01",3865283.4875,"Support to the World Food Programme (WFP) - logisitics",720,72050,,"Title: Support to the World Food Programme (WFP) - logisitics","False","False","Transaction",,"GB-1-202080-104",12,"GB"
2007,540,"IR",,,,"C01",13333.3334,"IR - Alborz Integrated Land & Water Mgt",312,31220,,"The Alborz Integrated Land and Water Management Project will assist the government of Iran in piloting a basin-wide Integrated Water Resources Management (IWRM) in Mazandaran Province so that the lessons learned can be replicated in the rest of the country. The project consist of the following five components: Component 1) will establish effective soil and water protection measures by improving sustainable and participatory community-based forest and rangeland management. Component 2) will enhance irrigation water use efficiency and agricultural production/income through rehabilitation and modernization of the irrigation/drainage systems, together with improved operational and maintenance (O&amp;M), diffusion of participatory water management, and training and support for agricultural extension/research. Component 3) will finance: (i) TA to establish a BWC; (ii) a Basin Water Fund (BWF) to provide assistance for community-based activities for water and natural resources conservation, and (iii) the establishment of a support system that enables the BWC to discharge its. Component 4) will include the following elements as identified in the ESMP: (i) water quality monitoring in rivers, aquifers and abbandans, (ii) river ecology monitoring and mitigation measures; (iii) forest monitoring and management; (iv) an integrated pest management plan; (v) resettlement instruments; (vi) a dam safety plan; (vii) cultural property; and (viii) public participation and awareness raising. Component 5) will provide support for project implementation and coordination at the national and basin level.","False","False","Budget",1,"44000-P071170",905,"ida"
2011,998,"998",10,,110,"B03",369845.28139,"Gender-HIVOS",151,15170,,"Sida provides programme support to promote a Hivos pogramme on women's bodily integrity, contributing to; women's right to be free from violence and coercion and women's right to self determination. The programme will strengthen the capacities of approximately 8 women's organisations in Eastern and Southern Africa and Iraq by grant making, technical and political support.","True","True","Budget",,"SE-0-SE-6-7290007101-GGG-15170",10,"SE"
2015,352,"BZ",10,,110,"C01",3661.7623581,"Financial audit of the small scale enterprise development in agriculture and tourism for the Orange walk and Corozal rural communities project",311,31162,,"Financial audit of the small scale enterprise development in agriculture and tourism for the Orange walk and Corozal rural communities project","False","False","Transaction",,"XI-IATI-EC_DEVCO-2014/349-701",918,"EU"
2009,266,"RW",10,,110,"C01",5353.6997567,"Canadian Co-operative Association - Program 2007-2011",151,15150,,"This program aims to help poor households to improve their education and increase their income and assets by working through cooperatives, thereby enhancing their quality of life. The Canadian Co-operative Association (CCA) and its international partners are committed to developing gender-equitable opportunities and empowering poor women and men through the development of sustainable member-owned institutions that serve as a conduit for communities to develop themselves. The program is built on three principles: (1) ensuring holistic development by promoting sustainable livelihoods, (2) concentrating on cooperatives as key transformative structures for development, and (3) developing gender-equitable opportunities and empowerment within communities as a strategy for poverty reduction.   CIDA has provided $437,920 in additional support to this program for activities in Africa.","False","False","Transaction",,"CA-3-S063747PRG",301,"CA"
,,"QMA",10,,110,"D02",56199.9466653,"The EU Biodiversity for Life (B4Life) Facility",410,41030,,"The overall objective of this contract is to contribute to the development and coordination of the EU B4Life Flagship, with the aim to ensure coherence and visibility of all biodiversity-targeting interventions within the overall EU development agenda and with regard to own EU's and international biodiversity-related targets and commitments.","False","False","Transaction",,"XI-IATI-EC_DEVCO-2015/365-966",918,"EU"
2013,86,"BY",20,,410,"C01",53486.79,"POST-CHERNOBYL RECOVERY",230,23081,,"The Post-Chernobyl Recovery Project for Belarus aims to provide the population residing in the Chernobyl affected area with energy efficient and reliable heat and hot water services in order to improve their living environment. The reallocation, which was discussed with the Borrower during the April 2010 implementation support mission and recorded in the aide-memoire attached to the mission follow-up letter dated June 4, 2010, consists of the reallocation of funds: (i) from category two goods to category one works, and (ii) from category three consulting services to category one works. This change is necessary because: (i) the cost estimate for detailed design was included in the category of consulting services, but the responsibility to prepare the detailed design was moved to the contractors under the works contracts; and (ii) there were cost savings in the goods category (replacement of lighting in schools). These funds will be used for the works-category for replacement of windows in schools. All works are expected to be completed by the December 31, 2010 closing date.","False","False","Transaction",,"44000-P095115",905,"ida"
2012,738,"ID",,,,"C01",850000,"ID-Local Government and Decentralization",140,14020,,"The development objective of the Second Phase of the Local Government (LG) and Decentralization Project for Indonesia is to improve the accountability and reporting of the central government's specific purpose grants (DAK) for the infrastructure sub-sectors within pilot LGs. The additional financing (AF) will enable Government of Indonesia (GoI) to scale up and replicate project outcomes to LGs nationwide beyond the five existing pilot provinces. This will contribute directly to the GoI reform agenda for DAK, and achieve broader, systemic effects to improve the performance of more LGs in line with directorate general of fiscal balance (DGFB's) broader transformation agenda. The project development objective will change slightly to more accurately reflect the geographical scope of the operation, which will now be scaled-up across Indonesia. The AF includes eight primary changes or adjustments to the original project including: (i) extension of the project closing date to December 31, 2018; (ii) introduction of criteria-based provincial selection methodology; (iii) linking DAK incentive to compliance with web-based reporting system; (iv) changes to second component, restructured as part of an institutional support program (ISP); (v) adjustment in project management arrangements; (vi) enhanced monitoring and evaluation framework; (vii) revised procurement arrangements; and (viii) enhanced safeguards approach by triggering OP-BP 4.04 natural habitats and OP 4.09 pest management.","False","False","Budget",1,"44000-P111577",905,"ida"
2017,550,"PS",10,,110,"C01",13216.5511111,"Palestine in the Eyes of INDRA",151,15160,,"To stimulate and encourage mutual understanding between young people and organisations from Euro- mediteranean countries, other countries and from Palestine through artistic and cultural exchange  to fight stereotypes and prejudice and favor social cohesion.","False","False","Transaction",,"XI-IATI-EC_NEAR-2016/376-128",918,"EU"
2014,235,"CD",10,,110,"C01",1094.34088744,"DESARROLLO DE LA ATENCIÓN PRIMARIA DE SALUD EN LA ZONA DE SALUD DE KINGABWA EN KINSHASA - RD. DE CONGO",122,12220,,"DESARROLLO DE LA ATENCIÓN PRIMARIA DE SALUD EN LA ZONA DE SALUD DE KINGABWA EN KINSHASA - RD. DE CONGO :: El proyecto constituye el primer año de desarrollo de una acción diseñada para un periodo de 4 años con el objetivo de mejorar el acceso y cobertura de salud de calidad para la población de la ZS de Kingabwa en Kinshasa. Se reforzará las capacidad del Equipo Directivo de la ZS de Kingabwa y representantes de la comunidad beneficiaria, se rehabilitará y equipará el Centro de Referencia de la zona y se reforzará el partenariado entre el socio local - la DPS y MMN.","False","False","Budget",,"ES-DIR3-E04585801-009-075875",50,"ES"
2014,612,"GE",10,,110,"C01",86226.329829,"Preparation of contribution with Public Registry  Georgia",151,15110,,"PLEASE REVIEW YOUR ANSWER AS THE QUESTION HAS BEEN CHANGED

Insatsen syfte är att förbereda en ny fas för projektet mellan NAPR (National Agency of Public Registry) och Lantmäteriet. Parterna har avslutat ett projekt under 2013 och planerar att komma in med ett nytt projektförslag. Målet för det nya projektet är att utveckla NAPRs kapacitet vad gäller ägarskap av mark och fastighet.","True","True","Transaction",,"SE-0-SE-6-5503021401-GEO-15110",10,"SE"
2013,428,"BO",,,,"C01",986666.6642,"BO Streng. Stat Capacity & Inf Based Evi",160,16062,,"The Bolivia Strengthening Statistical Capacity and the Informational base for Evidence-Based Planning Project objective is to strengthen the statistical capacity and improve the informational base of the Recipient, in order to provide quality information, as defined by its reliability, timeliness, accuracy and representativeness with the level of disaggregation necessary to support systems for planning, designing, monitoring and evaluating public programs and policies. The proposed additional credit would help finance a scaled-up set of activities to enhance the impact of a well-performing project. In particular, the Additional Financing (AF) will support expanded activities, which complement the original project, with the aim of further strengthening of statistical capacity in Bolivia. This will be achieved through: (i) the updating of national economic statistics through an Economic Census, an Agricultural survey, and the construction of a new Consumer Price Index; (ii) the updating of national social statistics, through a Demographic and Health Survey and a Household Budget Survey; and (iii) the modernization of the country<U+0092>s Statistical System with quality standards and methodologies, and up-to-date technology. These activities will support the development of better measures of poverty, growth and other social outcomes important for measuring progress towards the World Bank<U+0092>s twin goals of poverty reduction and the promotion of shared prosperity, as well as contribute to greater transparency and accountability of government programs and policies. The new information will provide essential data to support the implementation of the 2025 Patriotic Agenda.","False","False","Budget",2,"44000-P101336",905,"ida"
2002,998,"998",10,,110,"C01",18434.934677,"IFS 1999-2002",311,31130,,"The activity ""[IFS 1999-2002]"" does not have a description. Please check if there are documents linked to the activity or contact Sida directly for more information. You can call +46 8 698 50 00 or send an e-mail to sida@sida.se.","True","True","Transaction",,"SE-0-SE-6-7300024602-GGG-31130",10,"SE"
2016,282,"TZ",10,,110,"C01",1050000,"Condom Procurement",121,12110,,"CCP procures male and female condoms for USG/T social marketing programs implemented nationally by PSI/Tanzania targeting key and other vulnerable populations.  This activity supports the GOT’s goal of reducing HIV infections through prevention programming as articulated in the National Multi-sectoral Framework III, which emphasizes increasing the availability of condoms.  Socially-marketed condoms play a key complementary role to public sector channels and many PEPFAR/T partners promote and distribute these subsidized condoms within their HIV programs.  This activity supported the Partnership Framework goals of establishing 33,966 targeted condom outlets, increasing uptake of socially marketed condoms, and promoting private and public sector condoms in clinical settings.  This activity fits within the GHI Strategy of increasing the demand and utilization of preventive health services and products.  It also promotes gender equity in terms of providing access to both male and female condoms.  These condoms are also promoted as dual protection for family planning and HIV prevention purposes.  PSI/Tanzania, the distributor for the condoms purchased through this mechanism, utilizes tools that monitor their outlets and conducts regular assessments to ensure condom availability.  Other PEPFAR/T partners such as JSI work closely with government counterparts at different levels and the Medical Stores Department to build their capacity in forecasting, quantification, procurement, and system strengthening to become more cost efficient over time and to foster sustainability. These PEPFAR/T activities are aligned strategically with the Global Fund in country, which provides the bulk of public sector condoms for the national program targeting the general population.","False","False","Budget",1,"US-11-OGAC-7242-2015",302,"US"
2011,431,"BR",,,,"C01",70000,"BR-Second Minas Gerais Dev't PArtnership",112,11220,,"The development objectives of the Second Minas Gerais Development Partnership Project for Brazil are to: (i) to help the State of Minas Gerais improve the efficiency and effectiveness of public resource use and allocation for economic and social development; (ii) to support the adoption of innovations in public management by the State; and (iii) to support the State in strengthening its results-based management system of monitoring and evaluation of results. The closing date for the project will be extended from March 31st, 2012 until October 31st, 2013. This will be the first extension of the project after the approval of the additional financing by the Board. The extension of nineteen months, from March 31st, 2012 till October 31st, 2013, is consistent with the OP13.20 requirement that the additional loan closes within three years of the closing date of the original loan that is in effect when the additional loan is approved, which is March 31, 2012 given that a restructuring and extension of the original loan was approved by the Board simultaneously with the approval of the additional financing. As confirmed with LCSDE, since the extension is below twenty four months from the current project closing date, as approved by the Board at the time of the approval of the additional financing. The project is in the final stages of implementation and has been making satisfactory progress towards the achievement of its development objectives. The project implementation is also rated satisfactory. Disbursements to date account to US$1.426 billion; which corresponds to 99.2 percent of total Bank financing (US$1.437 billion).","False","False","Budget",2,"44000-P101324",905,"ida"
2016,261,"NG",10,,110,"C01",9690.16765552,"Support ot Independent National Electoral Commission - CLEEN Foundation (Closed)",151,15110,,"Title: Support ot Independent National Electoral Commission - CLEEN Foundation (Closed)","False","False","Transaction",,"GB-1-203851-112",12,"GB"
2010,236,"BJ",10,,110,"D01",15919.80964,"Development and Peace - Program 2006 - 2011",151,15160,,"The program aims to undertake activities needed to achieve long-term self-sufficiency for vulnerable populations through sustainable, community-based development initiatives. It strives to build more just and equal communities by empowering the poor and their organizations to effectively defend their rights and provide for their needs. It also aims to support and strengthen emerging social movements in order to empower the urban and rural poor so that they can participate in democratic governance, contribute to a reduction in social and gender inequalities and gain better access to and control over resources.   The program works with civil society groups to assume responsibility for their own development and to become agents of change striving for social and economic justice. It focuses on improving democratic conditions, strengthening popular organizations, increasing women’s participation in decision making and improving access to resources.","False","False","Transaction",,"CA-3-S063452PRG",301,"CA"
2013,261,"NG",10,,110,"C01",11568.9209635,"DMO III - Debt Management Office - Phase III",151,15110,,"Title: DMO III - Debt Management Office - Phase III","False","False","Transaction",,"GB-1-200332-101",12,"GB"
2012,298,"298",10,,410,"C01",82505.25,"3A-CEMAC Transp Transit Facil (FY07)",331,33120,,"The objective of the Transport-Transit Facilitation Project of CEMAC is to facilitate regional trade among the Member States and improve the Central African Republic, the Republic of Cameroon's and the Republic of Chad's access to world markets, through: (i) improving the implementation of the CEMAC Customs Union; and (ii) reducing physical and non physical barriers along the Douala-N'Djamena and Douala-Bangui corridors. The Project is expected to include the following major components to be funded with support from IDA, African Development Fund (ADF), EC, France and Japan through parallel funding arrangements: (I) Roads and Railway Infrastructure Improvement: This will include: (i) periodic maintenance, rehabilitation and upgrading works on selected road sections along the corridors; (ii) paving of existing gravel road sections; (iii) harmonization and enforcement of axle load control policies; (iv) improvement of rest areas; (v) rehabilitation of critical rail infrastructure; and (vi) implementation of HIV-AIDS awareness and mitigation measures. (11) Transit and Transport Facilitation Investments: This will include: (i) Information and Communication Technology (ICT) communication between stakeholders, especially within the port community; (ii) transit regime and border crossing improvements through cargo tracking, border posts); (iii) port safety and security strengthening; and (iv) improvement in inter-modal interfaces. (111) Customs and Transport Sector Institutional Strengthening and Capacity Building: This will include: (i) CEMAC Customs Union and national customs strengthening; (ii) institutional support for transport facilitation institutions; and (iii) management of the project's components. IDA funding primarily covers: In Cameroon, contribution to the paving of the Ngaoundere-Garoua-Boulai section, rehabilitation of rail track between Yaounde and Belabo (co","False","False","Transaction",,"44000-P079736",905,"ida"
2015,666,"BD",10,,110,"E01",206437.065646,"Enhancing Education - Scholarships 2011 Intake",430,43081,,"Enhancing Education aims to deepen and broaden Australia's current scholarship engagement to strengthen leadership and technical capacity of developing countries to drive their own development. Enhancing Education will result in a further 2400 long and short term scholarships, and 600 additional awards. The total value of this multi-country initiative is $60.9 million over 7 years, starting 2010-11.","False","False","Transaction",,"AU-5-INJ555-BD",801,"AU"
2014,738,"ID",10,,110,"C01",11746.7736786,"Policy Analysis Unit - Social Development",160,16010,,"Funding under this initiative supports innovative, seed, or transitional work on social development issues in Indonesia. Particular areas of focus will be disability, inequality, community development, and social media. The fund's purpose is to allow fast action launches and to support transitions over to full fledged social development programs such as Australia's support for Indonesia's forthcoming village law, but not to design and manage its own large scale operations. The fund will also support selected studies, reviews, and learning events that contribute to social development mainstreaming in the Indonesia portfolio. Success of the fund will be measured by the number of pilots that get mainstreamed and through feedback from program counterparts. The total value of this initiative is $0.5 million to be expensed during the 2013-14 financial year.","False","False","Transaction",,"AU-5-INL248-ID",801,"AU"
2016,573,"SY",10,,110,"G01",21546.4,"Administration and Oversight",430,43010,,"Direct Administrative Costs","False","False","Transaction",,"US-GOV-1-SY-BF15A5E904DD",302,"US"
2014,289,"289",10,,110,"C01",,"TC AGGREGATED ACTIVITIES",210,21050,,"TC AGGREGATED ACTIVITIES","False","False","Transaction",,"XM-DAC-701-8-2014957612",701,"JP"
,,"QZA",10,,110,"C01",3319825.065,"Enhancing investment poliecies and promotion in the Southern Meidterranean region",250,25010,,"The Action aims at boosting private investment and job creation opportunities in the Southern Mediterranean region, through support to the implementation of sound and inclusive investment frameworks and policies, capacity building to investment promotion agencies in the region and networking, in particular with EU counterparts.","False","False","Budget",1,"XI-IATI-EC_NEAR-2016/376-193",918,"EU"
2016,255,"ML",10,,110,"D02",3465.89736786,"BAM   POF SRGR 2016",130,13020,,"BAM   POF SRGR 2016","False","False","Transaction",,"XM-DAC-7-PPR-28585",7,"NL"
2015,589,"589",10,,110,"B04",1672.14063375,"Support to Municipal Development Programme (MDP)",430,43030,,,"False","False","Transaction",,"DK-1-172552-22996",3,"DK"
2014,998,"998",10,,110,"C01",81762,"Not Applicable",910,91010,,"Award Description - The description for this item is Prog/Dev and Support - Domestic","False","False","Transaction",,"US-GOV-11-998-20714UC613",302,"US"
2009,998,"998",10,,110,"C01",36210.3099454,"Food  Retail Industry Challenge Fund Procurement of Services",250,25010,,"Title: Food  Retail Industry Challenge Fund Procurement of Services","False","False","Budget",2,"GB-1-114009-101",12,"GB"
2016,998,"998",10,,110,"C01",278771.839814,"Programme Funds",331,33140,,"Title: Programme Funds","False","False","Transaction",,"GB-1-202089-102",12,"GB"
2016,998,"998",10,,110,"C01",925.796482888,"LASER-Legal Assistance for Economic Reform",151,15113,,"Title: LASER-Legal Assistance for Economic Reform","False","False","Transaction",,"GB-1-202647-101",12,"GB"
2012,261,"NG",10,,110,"C01",405.996973138,"Partnership for Transforming Health Systems 2 - Procurement of Services",122,12250,,"Title: Partnership for Transforming Health Systems 2 - Procurement of Services","False","False","Transaction",,"GB-1-104229-101",12,"GB"
2015,259,"MZ",,,,"C01",53272.4506,"MZ-Water Resources Dev I SIL",430,43040,,"The objective of the Additional Financing for National Water Resources Development Flood Response Project for Mozamique is to strengthen the development and management of national water resources and increase the yield of the Corumana dam to augment water supply for the greater Maputo metropolitan area. The additional financing will include new emergency activities, including rehabilitation of damaged flood-protection infrastructures and technical studies for improved flood management and mitigation in southern Mozambique. The additional credit of Special Drawing Rights (SDR) 21.2 million (United States (U.S.) 32 million dollars equivalent) will be allocated to the two existing components of the project: water resources management, and water resources development.","False","False","Budget",2,"44000-P107350",905,"ida"
2018,231,"CF",,,,"C01",125514,"CAR Emerg. Food crisis & Ag. relaunch",122,12240,,"The development objective of the Emergency Food Crisis Response and Agriculture Re-launch Project for Africa is to protect and rebuild livelihoods, human capital, particularly of children, and to re-launch the productivity of the agriculture sector. The project has two components. The first component, human capital protection and livelihood assistance is designed to protect the human capital of children, including those in the first 1,000 days, and to prevent negative coping strategies by poor households - selling assets, incurring debt, and sacrificing food consumption - which will compromise human capital and livelihood recovery in the longer run. The second component, re-launch the productivity of the agriculture sector will aim at restoring food production capacity for the most affected people in the food insecure areas. It will also provide training to the beneficiary farmers and to 50 field personnel of the ministry of rural development, as well as 150 young graduates who will participate in the implementation of the project.","False","False","Budget",1,"44000-P149512",905,"ida"
2015,789,"789",10,,110,"C01",8955.418304,"TC AGGREGATED ACTIVITIES",313,31310,,"TC AGGREGATED ACTIVITIES","False","False","Transaction",,"XM-DAC-701-8-2015959781",701,"JP"
,625,"AF",10,,110,"C01",66933.7388401,"Civil Works for Construction of the 2nd Phase ofHairatan Customs Border Post, Balkh Province, Afghanistan",151,15110,,"Civil Works for Construction of the 2nd Phase ofHairatan Customs Border Post, Balkh Province, Afghanistan","False","False","Transaction",,"XI-IATI-EC_DEVCO-2010/230-192",918,"EU"
2012,998,"998",10,,110,"B03",0,"STRONGER SYSTEMS FOR CHILDREN WITH DISAB",111,11110,,"By 2016, stronger national systems to identify children with disabilities and increased support for children with disabilities intargeted communities.","False","False","Budget",2,"41122-Jamaica-2280/A0/04/802/003",963,"unicef"
2007,645,"IN",,,,"C01",1050000,"IN: MAHAR WSIP",311,31140,,"The Maharashtra Water Sector Improvement Project for India seeks to strengthen the state's capacity for multi-sectoral planning, developments, and sustainable management of water resources, and, to improve irrigation service delivery, to increase productivity of irrigated agriculture. The categories of expenditures have been reallocated to match with the actual work plan and progress without affecting the total cost of project. The reallocation includes mainly the increase in civil works and goods and equipment while simultaneous decrease in other categories.","False","False","Budget",1,"44000-P084790",905,"ida"
2014,789,"789",10,,110,"C01",6395.84,"Behavior Change Communication for Infectious Disease Prevention Program,",122,12263,,"Behavior Change Communication for Infectious Disease Prevention Program,","False","False","Transaction",,"US-GOV-1-789-AID-486-A-11-00004",302,"US"
2013,998,"998",10,,110,"C01",421.88,"Not Applicable",152,152,,"Award Description - The description for this item is Non-Proliferation","False","False","Transaction",,"US-GOV-11-998-1054325924",302,"US"
2012,769,"VN",,,,"C01",8333.3335,"Medium Cities Development Project",111,11120,,"The objective of the Medium Cities Development Project for Vietnam is to increase access to improved urban infrastructure services in Lao Cai City, Phu Ly City, and Vinh City in a sustainable and efficient manner. There are four components to the project, the first component being urban basic infrastructure upgrading and service improvement. This component will improve urban infrastructure and service conditions in existing or newly developed urban areas and resettlement areas, including construction and rehabilitation of basic infrastructure systems such as water supply and sanitation, drainage, power supply, lighting, roads, and schools. The second component is the urban water supply and environmental sanitation. This component will construct and rehabilitee of primary and secondary infrastructure for water supply, drainage, wastewater collection and treatment, and flood mitigation, including improving drainage and pavement of roads. The third component is the urban roads and bridges: construction of roads and bridges. Finally, the fourth component is the project management support and technical assistance.","False","False","Budget",1,"44000-P116398",905,"ida"
2013,389,"389",10,,,"B03",332038.94575,"CARICOM 2013 Gobernabilidad Apoyo Secretaría General Fondo Mixto",151,15110,,"CARICOM 2013 Gobernabilidad Apoyo Secretaría General Fondo Mixto","False","False","Transaction",,"ES-DIR3-E04585801-009-076993",50,"ES"
2012,298,"298",10,,110,"C01",95052.33,"Not Applicable",152,152,,"Award Description - The description for this item is Supply/Transp/Procurement","False","False","Transaction",,"US-GOV-11-298-SAQMMA10F4344",302,"US"
2001,666,"BD",10,,110,"C01",7373.384663,"IDP-Landsbygdsinfrastrukt",210,21020,,"IDP arbetar med att bygga infrastruktur på landsbygden i fem distrikt Gr Faridpur området. IDP är placerat inom LGED, Local Govt. Engineering Dept.","True","True","Transaction",,"SE-0-SE-6-4200011003-BGD-21020",10,"SE"
2013,454,"PE",10,,110,"C01",151500.97,"Clean Productive Environment",410,41020,,"To update Attachment C Standard Provisions, and toinclude the Exchange Visitors and Participant Training Provision","False","False","Transaction",,"US-GOV-1-PE-AID-527-G-11-00001",302,"US"
